Open time,Open,High,Low,Close,Volume,Quote volume,Trade count,Taker base volume,Taker quote volume,signal
2023-04-14 07:00:00+00:00,2118.73,2118.99,2102.59,2105.85,30178.4256,63650829.538169,41466,13328.011,28111288.932259,2
2023-04-14 08:00:00+00:00,2105.84,2114.26,2101.32,2108.22,22826.7905,48094266.182779,32264,11890.868,25054227.620819,2
2023-04-14 09:00:00+00:00,2108.22,2116.88,2107.0,2112.13,21450.6376,45276088.434749,27050,10440.4803,22038279.305657,1
2023-04-14 10:00:00+00:00,2112.12,2116.56,2110.3,2113.72,18671.6033,39459453.873185,25558,10205.279,21567692.044289,1
2023-04-14 11:00:00+00:00,2113.72,2119.89,2110.5,2115.62,15511.4391,32796382.842646,23273,8839.7337,18689833.348301,1
2023-04-14 12:00:00+00:00,2115.62,2125.0,2080.15,2090.41,54771.2029,115399433.528609,69779,26913.2758,56714250.596273,1
2023-04-14 13:00:00+00:00,2090.42,2109.7,2089.17,2105.0,33762.9426,70916898.829402,43819,17055.1671,35824947.261486,1
2023-04-14 14:00:00+00:00,2105.01,2108.69,2085.46,2093.85,46141.7782,96738441.050966,51474,24503.9509,51370449.318999,1
2023-04-14 15:00:00+00:00,2093.85,2094.5,2049.87,2058.34,66929.7976,138292863.331404,85172,33739.5443,69706059.748216,2
2023-04-14 16:00:00+00:00,2058.34,2066.52,2042.08,2061.45,52814.7302,108579486.597916,60773,25556.4878,52545469.601331,1
2023-04-14 17:00:00+00:00,2061.44,2079.84,2060.56,2075.44,43392.1209,89896705.615398,42141,23121.23,47903239.906457,2
2023-04-14 18:00:00+00:00,2075.44,2092.54,2073.43,2081.11,31051.0826,64677030.280972,33686,18198.9971,37903270.316742,2
2023-04-14 19:00:00+00:00,2081.1,2091.16,2071.92,2090.81,17037.9553,35459835.075731,23392,9898.8094,20605027.317387,1
2023-04-14 20:00:00+00:00,2090.8,2121.47,2085.45,2105.57,38108.4182,80147736.57448,52168,20365.8186,42826333.108325,1
2023-04-14 21:00:00+00:00,2105.56,2107.42,2094.7,2104.11,15550.1257,32711142.505292,23561,8294.6001,17447817.733566,2
2023-04-14 22:00:00+00:00,2104.11,2106.45,2097.69,2104.77,13567.3559,28515950.119867,17880,7186.0591,15103653.06652,1
2023-04-14 23:00:00+00:00,2104.78,2111.61,2096.8,2099.99,13866.3438,29153722.951152,20696,6325.9458,13298809.532337,2
2023-04-15 00:00:00+00:00,2099.99,2106.11,2082.44,2086.0,25478.4574,53343071.227257,39908,11324.0034,23711062.892476,1
2023-04-15 01:00:00+00:00,2086.01,2087.41,2071.13,2081.26,16045.7514,33396716.216008,29092,7849.0763,16336244.829869,1
2023-04-15 02:00:00+00:00,2081.26,2091.5,2081.26,2089.05,21822.6182,45575325.128248,25460,8591.1937,17937003.004976,2
2023-04-15 03:00:00+00:00,2089.06,2093.82,2086.0,2088.88,12645.7131,26423907.670681,16936,5800.9925,12119849.895031,1
2023-04-15 04:00:00+00:00,2088.87,2089.81,2081.6,2086.32,8592.6482,17921679.00996,15978,4232.0857,8825352.885806,2
2023-04-15 05:00:00+00:00,2086.33,2090.88,2086.04,2089.51,5873.8108,12267237.783035,13463,3425.2421,7153301.696824,2
2023-04-15 06:00:00+00:00,2089.51,2090.53,2083.66,2086.64,6826.8926,14243905.039318,15179,3318.0784,6922622.792109,1
2023-04-15 07:00:00+00:00,2086.65,2105.0,2086.64,2097.62,14318.4606,29988954.223973,23220,8542.0256,17886529.619429,1
2023-04-15 08:00:00+00:00,2097.63,2102.2,2092.77,2096.3,12077.0306,25325102.126964,18452,5797.3285,12156802.860975,1
2023-04-15 09:00:00+00:00,2096.29,2111.85,2096.29,2107.33,16996.2664,35768359.323805,24355,10011.182,21066671.701989,1
2023-04-15 10:00:00+00:00,2107.34,2108.56,2100.84,2106.4,9864.3476,20755032.613392,17313,4736.8893,9966715.428488,1
2023-04-15 11:00:00+00:00,2106.39,2110.84,2097.38,2100.19,14347.2607,30186544.621401,20576,7535.7342,15854813.026942,2
2023-04-15 12:00:00+00:00,2100.18,2106.77,2098.62,2104.79,9247.0037,19441445.690668,15031,4417.4058,9287894.046408,2
2023-04-15 13:00:00+00:00,2104.8,2108.01,2093.09,2096.0,13099.971,27520003.792586,20994,5739.9696,12059565.163764,2
2023-04-15 14:00:00+00:00,2095.99,2101.51,2092.93,2096.09,12067.3646,25316998.19225,19194,6077.4795,12750968.380681,1
2023-04-15 15:00:00+00:00,2096.09,2107.0,2093.72,2097.98,15329.9894,32218582.611725,23157,8632.7948,18143233.695102,2
2023-04-15 16:00:00+00:00,2097.97,2108.98,2095.1,2105.93,22006.3284,46250491.795171,30113,11526.074,24223447.1438,2
2023-04-15 17:00:00+00:00,2105.94,2106.3,2088.38,2090.03,17819.3974,37342994.903712,28530,8375.9552,17549753.005221,2
2023-04-15 18:00:00+00:00,2090.02,2097.4,2089.73,2096.03,7299.1353,15284488.575238,12177,3998.7124,8372870.067638,1
2023-04-15 19:00:00+00:00,2096.02,2101.26,2082.75,2100.0,17606.6427,36829111.461196,22750,7906.0343,16540373.998214,1
2023-04-15 20:00:00+00:00,2100.01,2102.67,2085.01,2086.98,11940.3814,24995713.961289,20850,6172.2933,12919476.284752,2
2023-04-15 21:00:00+00:00,2086.98,2093.49,2082.01,2088.32,9047.0719,18898046.085314,19749,4721.7806,9862236.668215,2
2023-04-15 22:00:00+00:00,2088.32,2098.38,2083.66,2095.26,15761.4517,33012262.873041,22095,7462.753,15630312.834601,1
2023-04-15 23:00:00+00:00,2095.27,2096.39,2090.09,2090.6,5709.79,11954876.565278,10727,2925.8958,6125657.115976,1
2023-04-16 00:00:00+00:00,2090.61,2095.32,2088.46,2089.21,6782.5914,14186119.215074,14062,3336.2571,6978308.903407,2
2023-04-16 01:00:00+00:00,2089.21,2091.87,2072.72,2089.32,20117.2052,41894491.413713,33496,8937.321,18617112.205342,2
2023-04-16 02:00:00+00:00,2089.31,2092.58,2087.47,2088.89,6239.1006,13039404.596882,12975,3373.0476,7049323.865137,2
2023-04-16 03:00:00+00:00,2088.89,2089.58,2084.99,2086.13,5482.6427,11442827.815421,11468,2517.0798,5253120.074696,1
2023-04-16 04:00:00+00:00,2086.14,2098.47,2085.64,2097.28,9719.4981,20344095.155682,15741,5826.2983,12193516.108659,2
2023-04-16 05:00:00+00:00,2097.29,2100.23,2095.39,2095.62,8543.9408,17917644.896019,13208,4583.837,9612071.044888,2
2023-04-16 06:00:00+00:00,2095.62,2102.6,2094.39,2094.47,6102.3439,12799408.523576,16530,3421.5056,7176771.546206,1
2023-04-16 07:00:00+00:00,2094.47,2101.05,2094.33,2098.0,6759.4333,14181146.305494,17895,3728.2748,7822694.879093,1
2023-04-16 08:00:00+00:00,2097.99,2099.67,2095.0,2097.76,6538.0569,13714343.258685,11576,2663.7041,5587509.47723,1
2023-04-16 09:00:00+00:00,2097.76,2097.76,2086.02,2088.45,13200.5242,27615454.67435,18162,6562.094,13727478.133118,2
2023-04-16 10:00:00+00:00,2088.45,2090.09,2085.01,2089.96,9659.995,20163976.416778,15828,4705.9716,9822896.75806,1
2023-04-16 11:00:00+00:00,2089.95,2092.61,2082.64,2086.43,8389.0351,17511597.369409,14938,3719.0862,7763438.590605,1
2023-04-16 12:00:00+00:00,2086.43,2095.35,2086.42,2091.75,9399.438,19645313.964939,14445,4578.2375,9569273.443885,2
2023-04-16 13:00:00+00:00,2091.76,2093.96,2076.02,2085.51,17183.0242,35817555.855203,25669,7434.3393,15495629.75957,2
2023-04-16 14:00:00+00:00,2085.5,2090.44,2082.67,2090.21,9839.3135,20531765.189289,17514,5209.9194,10871923.491519,1
2023-04-16 15:00:00+00:00,2090.2,2098.49,2087.11,2093.8,10636.7197,22257918.910026,19619,5835.9419,12212657.670785,1
2023-04-16 16:00:00+00:00,2093.8,2102.01,2088.54,2098.1,14802.0997,30998802.17443,20863,8641.0473,18095517.013535,2
2023-04-16 17:00:00+00:00,2098.09,2108.09,2096.93,2097.8,13927.7851,29278861.998252,20982,7798.2206,16391872.003665,1
2023-04-16 18:00:00+00:00,2097.81,2128.71,2097.8,2128.17,21636.5858,45674212.474791,31800,13624.2405,28765512.493072,2
2023-04-16 19:00:00+00:00,2128.25,2141.54,2112.38,2114.66,48411.654,103082227.197991,69559,22560.8059,48040857.022186,2
2023-04-16 20:00:00+00:00,2114.66,2131.73,2097.01,2122.06,28988.6342,61330746.58806,51067,15333.0062,32447937.428329,2
2023-04-16 21:00:00+00:00,2122.06,2131.77,2111.5,2127.74,15552.7763,32993671.562304,25705,8524.1634,18084426.969828,1
2023-04-16 22:00:00+00:00,2127.74,2129.38,2119.72,2126.44,10490.8643,22287966.124673,16825,4850.9083,10304950.380108,2
2023-04-16 23:00:00+00:00,2126.44,2128.71,2111.51,2118.67,11477.1773,24325061.734794,19304,4752.8254,10070122.050109,2
2023-04-17 00:00:00+00:00,2118.66,2120.51,2076.63,2081.54,47655.3784,99764968.384578,76952,21041.0517,44039149.14245,2
2023-04-17 01:00:00+00:00,2081.53,2096.29,2072.0,2092.05,25134.5323,52472588.669888,41089,12818.6662,26765709.109829,2
2023-04-17 02:00:00+00:00,2092.04,2107.52,2088.0,2099.66,18307.8388,38398676.625384,24408,9780.5464,20513978.445716,2
2023-04-17 03:00:00+00:00,2099.66,2105.0,2095.85,2096.9,12227.9064,25666314.664582,19302,6859.6383,14397376.174375,1
2023-04-17 04:00:00+00:00,2096.89,2100.0,2091.23,2098.6,10729.0998,22485461.388595,19118,5275.4045,11056764.905859,2
2023-04-17 05:00:00+00:00,2098.6,2102.36,2093.43,2102.05,7728.2442,16213105.065609,14462,4090.5514,8582165.798705,1
2023-04-17 06:00:00+00:00,2102.05,2102.22,2092.23,2094.11,11803.5043,24747394.623589,23128,6229.5742,13060407.930696,1
2023-04-17 07:00:00+00:00,2094.1,2099.45,2088.83,2090.08,14192.2312,29707117.248849,29156,6347.8877,13288154.375414,1
2023-04-17 08:00:00+00:00,2090.07,2099.01,2085.95,2098.19,12201.3183,25539866.261957,20649,6331.6607,13254348.370279,2
2023-04-17 09:00:00+00:00,2098.19,2098.2,2086.08,2089.62,14163.4754,29634066.165377,22605,6345.9458,13279004.920605,2
2023-04-17 10:00:00+00:00,2089.62,2093.1,2083.25,2092.47,13357.2766,27889259.106932,24598,6646.9273,13880083.077218,2
2023-04-17 11:00:00+00:00,2092.47,2092.88,2065.94,2076.5,33544.1632,69657758.402453,51145,15321.9808,31807814.623048,1
2023-04-17 12:00:00+00:00,2076.5,2082.58,2073.0,2080.58,18911.1207,39284251.690046,31436,9745.7202,20245961.412962,2
2023-04-17 13:00:00+00:00,2080.57,2081.09,2056.25,2071.37,47541.2972,98359656.565721,60931,25304.7398,52357526.357863,1
2023-04-17 14:00:00+00:00,2071.37,2078.46,2065.81,2078.04,20360.6346,42197887.971021,30050,9209.052,19087118.90825,1
2023-04-17 15:00:00+00:00,2078.05,2079.72,2064.16,2071.45,32267.9392,66825953.257963,39035,11544.838,23909853.894906,2
2023-04-17 16:00:00+00:00,2071.46,2088.73,2070.41,2080.55,22333.0377,46435581.143518,32151,11859.7055,24656465.430393,1
2023-04-17 17:00:00+00:00,2080.54,2085.79,2079.17,2080.77,10204.6269,21241567.143574,17420,4508.983,9386222.422643,1
2023-04-17 18:00:00+00:00,2080.76,2085.85,2079.44,2084.43,9223.3388,19208423.24652,16455,5091.6963,10603870.403862,2
2023-04-17 19:00:00+00:00,2084.43,2087.0,2074.01,2078.14,11978.7696,24943842.391752,21226,5886.297,12259659.187286,1
2023-04-17 20:00:00+00:00,2078.15,2081.29,2074.32,2076.21,7573.8147,15737917.174698,16040,3821.4845,7940059.487173,1
2023-04-17 21:00:00+00:00,2076.21,2079.55,2067.0,2075.91,8486.6692,17604802.489957,15865,4193.0874,8698905.320275,1
2023-04-17 22:00:00+00:00,2075.9,2083.75,2075.73,2079.69,9037.393,18790560.378328,14016,4944.0307,10279109.175425,1
2023-04-17 23:00:00+00:00,2079.69,2080.6,2072.64,2074.0,8009.0966,16626308.725617,13580,3019.0105,6267186.672279,2
2023-04-18 00:00:00+00:00,2073.99,2077.13,2068.0,2074.15,11078.1113,22965681.418932,22444,5465.9806,11331976.496753,2
2023-04-18 01:00:00+00:00,2074.16,2076.2,2051.0,2073.04,24575.8653,50762829.618246,40905,11894.8784,24571355.602302,1
2023-04-18 02:00:00+00:00,2073.04,2084.68,2072.62,2081.0,13696.2815,28480397.683201,21886,7109.3839,14783112.557333,1
2023-04-18 03:00:00+00:00,2081.0,2081.93,2078.2,2079.69,7405.8405,15406013.466575,11734,3810.49,7926631.201625,1
2023-04-18 04:00:00+00:00,2079.7,2083.58,2077.78,2082.91,6942.7497,14447835.058214,11769,3905.2067,8126910.784034,2
2023-04-18 05:00:00+00:00,2082.91,2092.77,2082.9,2088.9,17264.9516,36047657.317111,26255,9271.9123,19357999.205187,1
2023-04-18 06:00:00+00:00,2088.91,2107.0,2088.9,2104.65,26989.3495,56651060.685461,40373,15393.9911,32313322.282672,1
2023-04-18 07:00:00+00:00,2104.65,2110.61,2098.62,2100.28,17763.8479,37355299.105488,34175,8379.1678,17622701.023177,1
2023-04-18 08:00:00+00:00,2100.28,2103.17,2095.26,2096.57,13100.7477,27501406.869474,20856,5465.2312,11471763.62731,1
2023-04-18 09:00:00+00:00,2096.57,2109.97,2094.18,2105.37,17084.9728,35928793.243918,25129,9566.8337,20117049.913492,2
2023-04-18 10:00:00+00:00,2105.36,2106.11,2102.48,2102.65,13272.6844,27934603.470145,17075,6339.2124,13341598.723579,2
2023-04-18 11:00:00+00:00,2102.64,2125.0,2100.73,2117.8,30651.7388,64799879.220674,45043,15751.642,33298079.937209,1
2023-04-18 12:00:00+00:00,2117.8,2120.98,2107.3,2110.04,23079.8656,48795675.327041,33004,10968.2376,23189206.25307,2
2023-04-18 13:00:00+00:00,2110.05,2114.9,2104.37,2111.83,17646.8941,37244202.648897,26112,8612.2369,18177866.729948,1
2023-04-18 14:00:00+00:00,2111.84,2112.2,2089.94,2097.96,27820.612,58428555.600421,38547,12057.7884,25323747.512778,1
2023-04-18 15:00:00+00:00,2097.96,2100.53,2088.12,2095.5,19003.4712,39809309.989438,31071,8499.028,17804831.065896,1
2023-04-18 16:00:00+00:00,2095.49,2100.51,2092.45,2095.36,14266.738,29918290.445013,21001,6730.2813,14114066.817953,1
2023-04-18 17:00:00+00:00,2095.35,2097.89,2073.66,2075.37,27073.3762,56494311.505729,35031,12846.2802,26810341.148127,1
2023-04-18 18:00:00+00:00,2075.38,2088.17,2069.91,2079.58,30931.4457,64251779.360361,40581,15176.4539,31525641.305334,2
2023-04-18 19:00:00+00:00,2079.57,2084.98,2076.72,2081.02,9924.5877,20648595.886597,17645,4799.2688,9984899.216353,2
2023-04-18 20:00:00+00:00,2081.01,2097.4,2074.16,2093.36,15979.9447,33332692.422696,23384,8415.613,17557495.725641,1
2023-04-18 21:00:00+00:00,2093.35,2095.95,2086.3,2093.04,8289.9507,17330140.424771,16061,4244.5059,8874658.294932,2
2023-04-18 22:00:00+00:00,2093.05,2094.53,2089.12,2092.5,8387.9911,17542406.377817,15464,4258.796,8906391.375002,1
2023-04-18 23:00:00+00:00,2092.49,2107.96,2090.61,2103.5,12012.5955,25214046.423608,21256,6980.5987,14650762.223207,1
2023-04-19 00:00:00+00:00,2103.51,2104.6,2094.49,2098.26,11422.1383,23980705.259408,18617,5084.1636,10673251.481161,1
2023-04-19 01:00:00+00:00,2098.26,2100.08,2094.52,2095.12,8289.3621,17391165.507857,16748,4157.2845,8722011.507568,1
2023-04-19 02:00:00+00:00,2095.12,2096.63,2089.0,2092.17,8147.1159,17046425.735814,17403,3443.2472,7204358.457891,1
2023-04-19 03:00:00+00:00,2092.17,2096.98,2087.3,2091.46,6738.936,14101297.285301,13445,3021.4376,6322938.518491,1
2023-04-19 04:00:00+00:00,2091.46,2091.52,2082.5,2086.25,10332.2372,21563241.631461,19112,4449.2632,9284718.876008,2
2023-04-19 05:00:00+00:00,2086.25,2092.36,2084.48,2089.18,7760.8793,16205614.715752,14377,3827.5998,7992503.741864,2
2023-04-19 06:00:00+00:00,2089.19,2090.96,2067.0,2069.64,26218.6102,54450547.475595,42904,11380.6981,23634225.669029,2
2023-04-19 07:00:00+00:00,2069.64,2074.18,2065.15,2073.91,20477.5183,42407158.648365,39478,10593.2204,21938510.019173,2
2023-04-19 08:00:00+00:00,2073.91,2073.92,1966.0,1987.49,168872.34,339076629.33761,247482,76593.2165,153692944.742775,2
2023-04-19 09:00:00+00:00,1987.5,1991.46,1968.0,1981.05,58600.818,116218819.084062,76136,27819.8593,55181936.181138,2
2023-04-19 10:00:00+00:00,1981.05,1985.13,1962.06,1975.42,49385.3493,97502622.621591,58183,28057.8639,55385211.889357,2
2023-04-19 11:00:00+00:00,1975.43,1986.19,1970.87,1981.44,39285.9994,77721022.684768,50565,21124.1793,41787257.009066,2
2023-04-19 12:00:00+00:00,1981.45,1981.61,1969.34,1977.83,29650.0104,58569773.747442,34208,17149.0223,33863665.348948,2
2023-04-19 13:00:00+00:00,1977.83,1985.74,1973.62,1984.52,23740.5208,47033836.262525,35344,11404.8037,22594472.983156,2
2023-04-19 14:00:00+00:00,1984.53,2007.2,1984.13,1995.0,59812.8323,119372809.534705,63791,34396.9695,68665454.982504,2
2023-04-19 15:00:00+00:00,1995.01,1997.9,1973.31,1983.41,40680.7297,80864560.20209,59806,19522.0228,38797079.128446,1
2023-04-19 16:00:00+00:00,1983.41,1991.42,1978.37,1983.83,22980.1208,45612793.840261,37257,10765.6845,21366340.092268,2
2023-04-19 17:00:00+00:00,1983.82,1985.27,1964.84,1981.12,28896.0588,57080096.147767,42183,13759.378,27176598.693734,2
2023-04-19 18:00:00+00:00,1981.11,1984.68,1972.97,1978.88,14560.7172,28815808.941631,24073,6789.888,13436487.027119,1
2023-04-19 19:00:00+00:00,1978.88,1986.49,1976.1,1980.54,10650.5308,21103485.194849,20626,5179.9677,10262544.763954,1
2023-04-19 20:00:00+00:00,1980.54,1987.99,1973.07,1979.82,13878.3403,27479797.250251,23264,6434.0936,12738371.043739,2
2023-04-19 21:00:00+00:00,1979.81,1980.73,1946.91,1974.81,39988.4495,78475536.047721,60301,19084.0376,37452846.796448,2
2023-04-19 22:00:00+00:00,1974.81,1976.94,1963.27,1966.0,16081.9908,31661777.53832,24883,8296.8606,16335066.644217,2
2023-04-19 23:00:00+00:00,1966.01,1966.01,1923.03,1933.73,58937.4548,114198663.163874,76663,28892.2024,55969729.918001,1
2023-04-20 00:00:00+00:00,1933.74,1952.89,1927.39,1946.69,39364.8154,76268849.195222,47973,22878.9874,44307138.91852,2
2023-04-20 01:00:00+00:00,1946.69,1954.48,1939.0,1951.05,21187.2925,41252742.092805,28742,11572.7979,22533092.123871,2
2023-04-20 02:00:00+00:00,1951.05,1952.53,1936.76,1938.69,19761.3316,38440448.12333,27287,9054.5325,17608639.853391,1
2023-04-20 03:00:00+00:00,1938.7,1950.07,1923.69,1949.71,25141.2268,48749144.23924,37731,13112.3331,25431039.328203,1
2023-04-20 04:00:00+00:00,1949.71,1958.57,1948.52,1952.65,19380.6025,37859306.670538,27813,9924.5555,19387525.221879,2
2023-04-20 05:00:00+00:00,1952.65,1959.54,1947.46,1953.49,15713.8119,30678608.899113,21252,8419.7908,16442067.55235,1
2023-04-20 06:00:00+00:00,1953.48,1964.56,1952.69,1953.46,18342.2764,35904524.350238,30843,9090.344,17795569.231527,1
2023-04-20 07:00:00+00:00,1953.46,1955.08,1947.62,1948.81,14093.9761,27500044.683424,25014,6297.9728,12288147.64168,1
2023-04-20 08:00:00+00:00,1948.81,1958.58,1946.08,1950.12,17089.0871,33363876.126176,25552,8738.0488,17061655.453644,2
2023-04-20 09:00:00+00:00,1950.12,1962.88,1949.68,1956.11,21300.5895,41674521.960172,23337,9707.4505,18993544.379274,1
2023-04-20 10:00:00+00:00,1956.11,1962.11,1950.46,1953.36,20582.7887,40240466.609665,26365,8468.9575,16559711.968416,2
2023-04-20 11:00:00+00:00,1953.36,1954.3,1937.68,1939.97,21561.285,41954497.680564,31723,9255.7575,18008611.604086,1
2023-04-20 12:00:00+00:00,1939.97,1975.88,1936.04,1971.99,56678.0405,111079825.857059,65779,29866.0062,58537261.345333,2
2023-04-20 13:00:00+00:00,1972.0,1978.99,1964.38,1972.1,32430.598,63876674.513724,40031,13918.1232,27414006.258963,1
2023-04-20 14:00:00+00:00,1972.11,1982.99,1964.35,1968.2,32260.2312,63617869.570071,39208,12442.8734,24541864.356549,1
2023-04-20 15:00:00+00:00,1968.21,1968.89,1941.61,1945.91,36108.906,70682318.645029,50727,18268.8676,35759751.627078,2
2023-04-20 16:00:00+00:00,1945.92,1955.5,1914.43,1937.82,55844.5837,108298023.305567,79629,27393.1712,53140082.44066,1
2023-04-20 17:00:00+00:00,1937.81,1949.41,1931.35,1935.74,30088.8095,58366860.720076,44849,14604.285,28331325.366263,2
2023-04-20 18:00:00+00:00,1935.73,1944.66,1921.14,1933.27,36163.6507,69843195.305487,50282,17955.4703,34675618.928015,2
2023-04-20 19:00:00+00:00,1933.27,1933.75,1916.06,1927.7,32212.7863,62023055.035243,48104,14878.5077,28645866.161043,1
2023-04-20 20:00:00+00:00,1927.7,1944.39,1923.06,1938.07,21696.9007,41989609.506021,32688,11732.085,22703120.178745,2
2023-04-20 21:00:00+00:00,1938.07,1945.92,1935.84,1942.72,11326.2713,21973656.243238,21639,5947.1311,11537587.954419,2
2023-04-20 22:00:00+00:00,1942.72,1955.02,1939.48,1943.0,17668.2689,34403388.43132,26929,9524.7975,18543083.308592,1
2023-04-20 23:00:00+00:00,1943.0,1948.28,1938.0,1942.98,9338.1192,18143465.536074,16122,4498.9606,8740666.391963,1
2023-04-21 00:00:00+00:00,1942.98,1957.27,1934.5,1947.97,24465.1582,47605468.450741,36036,12062.2329,23474718.108405,1
2023-04-21 01:00:00+00:00,1947.96,1950.32,1939.43,1941.17,12080.7304,23497726.815853,19581,5715.1894,11116867.744412,1
2023-04-21 02:00:00+00:00,1941.16,1945.43,1937.03,1945.18,9554.2194,18552125.030963,17401,4607.5621,8946649.23631,2
2023-04-21 03:00:00+00:00,1945.19,1950.06,1944.37,1945.81,9848.7536,19173024.194521,15489,5292.8689,10303678.009933,1
2023-04-21 04:00:00+00:00,1945.82,1947.51,1938.01,1938.51,9857.7837,19160672.537825,14004,4481.583,8709952.836004,2
2023-04-21 05:00:00+00:00,1938.51,1940.07,1926.14,1927.52,21357.2952,41351670.573298,25789,10177.358,19705100.746986,2
2023-04-21 06:00:00+00:00,1927.52,1933.25,1898.0,1908.06,70701.1297,135446991.962384,69867,35034.5745,67145660.138145,2
2023-04-21 07:00:00+00:00,1908.06,1928.82,1905.12,1928.44,44767.6759,85762285.208517,46930,20367.8755,39009263.869848,1
2023-04-21 08:00:00+00:00,1928.44,1934.22,1916.88,1920.67,26221.131,50443356.200294,31850,13383.4783,25751747.644817,2
2023-04-21 09:00:00+00:00,1920.68,1926.37,1916.08,1921.35,13831.0354,26560640.144981,19061,6821.8626,13101343.454401,1
2023-04-21 10:00:00+00:00,1921.34,1927.13,1908.9,1912.88,16881.3763,32379929.12894,24118,8518.3654,16342349.745359,1
2023-04-21 11:00:00+00:00,1912.87,1914.97,1902.25,1909.01,24334.8426,46462162.439381,31134,11919.8128,22765029.024334,2
2023-04-21 12:00:00+00:00,1909.01,1918.5,1890.6,1916.18,37562.5803,71602277.440859,46473,18133.2061,34586013.878721,1
2023-04-21 13:00:00+00:00,1916.17,1923.61,1904.95,1907.53,27964.0145,53586096.703618,37812,14399.3307,27593475.126069,1
2023-04-21 14:00:00+00:00,1907.53,1918.32,1902.24,1907.69,23706.6574,45295037.392285,34337,11583.6132,22130955.520216,2
2023-04-21 15:00:00+00:00,1907.68,1912.57,1898.42,1903.91,29540.6782,56315197.027167,37567,17823.3101,33974854.781637,2
2023-04-21 16:00:00+00:00,1903.91,1908.6,1892.6,1899.6,27942.6082,53104113.708376,37463,13647.2654,25941052.515754,1
